STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home,aggravated-assault, arson, burglary, homicide, human-trafficing, larceny, motor-vehicle-theft, property-crime, rape, rape-legacy, robbery, violent-crime
Arizona, 2019, Yuma city, 98296.0, 812.16, 121.03, 121.1, 0.07, 51639.0, 46657.0, 83857.0, 2340.0, 1690.0, 1942.0, 210.0, 4250.0, 4007.0, 34971.0, 25015.0, 16054.0, 8961.0, 3256.0, 5705.0, 9956.0, 5618.0, 4338.0, 13782.0, 4334.0, 3587.0, 2687.0, 1413.0, 1281.0, 480.0, 0.0, 58860.0, 10573.0, 15377.0, 23166.0, 6301.0, 2516.0, 577.0, 350.0, 73047.0, 46851.0, 3854.0, 42997.0, 37480.0, 5517.0, 26196.0, 42997.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 63052.0, 0.46, null, null, null, null, null, null, null, null, null, null,309, 14, 487, 11, 0, 1599, 237, 2323, 30, 29, 29, 379
Arkansas, 2019, Conway city, 67640.0, 1472.15, 45.95, 46.21, 0.26, 31175.0, 36465.0, 51583.0, 12086.0, 0.0, 1352.0, 0.0, 552.0, 2067.0, 26319.0, 14609.0, 9073.0, 5536.0, 1465.0, 4071.0, 11710.0, 5300.0, 6410.0, 14847.0, 5277.0, 4540.0, 2156.0, 2068.0, 661.0, 145.0, 0.0, null, null, null, null, null, null, null, null, 54770.0, 34708.0, 0.0, 34708.0, 33889.0, 819.0, 20062.0, 34708.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 74321.0, 0.52, null, null, null, null, null, null, null, null, null, null,221, 8, 177, 2, 0, 1569, 98, 1844, 53, 46, 50, 326
Arkansas, 2019, Fayetteville city, 87585.0, 1621.16, 54.03, 55.41, 1.38, 45629.0, 41956.0, 71568.0, 6014.0, 1316.0, 3049.0, 0.0, 2722.0, 2916.0, 36705.0, 16703.0, 12412.0, 4291.0, 1409.0, 2882.0, 20002.0, 9808.0, 10194.0, 22954.0, 9412.0, 6697.0, 4091.0, 1771.0, 788.0, 124.0, 71.0, 49749.0, 3389.0, 10646.0, 11513.0, 13675.0, 6174.0, 2155.0, 2197.0, 73671.0, 46887.0, 0.0, 46887.0, 43473.0, 3414.0, 26784.0, 46887.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 67067.0, 0.5, null, null, null, null, null, null, null, null, null, null,286, 2, 400, 3, 0, 3159, 423, 3982, 57, 47, 52, 398
Arkansas, 2019, Fort Smith city, 87895.0, 1388.79, 63.29, 68.26, 4.97, 43048.0, 44847.0, 55772.0, 8413.0, 963.0, 5194.0, 0.0, 11058.0, 6495.0, 36210.0, 22349.0, 14998.0, 7351.0, 1374.0, 5977.0, 13861.0, 6105.0, 7756.0, 18981.0, 6872.0, 5425.0, 2059.0, 2766.0, 1299.0, 524.0, 36.0, 58414.0, 10056.0, 15866.0, 17440.0, 10036.0, 3160.0, 690.0, 1166.0, 70379.0, 43136.0, 26.0, 43110.0, 40066.0, 3044.0, 27243.0, 43110.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 60069.0, 0.47, null, null, null, null, null, null, null, null, null, null,672, 11, 812, 4, 0, 3929, 387, 5128, 97, 93, 90, 863
Arkansas, 2019, Jonesboro city, 78380.0, 979.99, 79.98, 80.55, 0.57, 37277.0, 41103.0, 55163.0, 17862.0, 188.0, 1527.0, 0.0, 475.0, 3165.0, 29688.0, 19637.0, 13423.0, 6214.0, 543.0, 5671.0, 10051.0, 5294.0, 4757.0, 13843.0, 4736.0, 4518.0, 2376.0, 1356.0, 493.0, 214.0, 150.0, 49187.0, 5218.0, 14362.0, 15071.0, 8668.0, 3390.0, 1752.0, 726.0, 62703.0, 39376.0, 162.0, 39214.0, 36223.0, 2991.0, 23327.0, 39214.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 71328.0, 0.51, null, null, null, null, null, null, null, null, null, null,391, 2, 1092, 13, 0, 1771, 131, 2994, 75, 56, 58, 537
Arkansas, 2019, Little Rock city, 197318.0, 1655.13, 119.22, 122.02, 2.8, 93509.0, 103809.0, 102108.0, 83562.0, 767.0, 6085.0, 102.0, 1727.0, 2967.0, 80063.0, 45577.0, 29203.0, 16374.0, 3154.0, 13220.0, 34486.0, 14174.0, 20312.0, 35309.0, 16736.0, 8174.0, 5866.0, 2495.0, 1350.0, 214.0, 474.0, 134842.0, 10687.0, 29623.0, 36910.0, 31573.0, 17134.0, 5326.0, 3589.0, 156450.0, 102628.0, 255.0, 102373.0, 98295.0, 4078.0, 53822.0, 102373.0, 98295.0, 697.0, 3527.0, 6403.0, 2526.0, 9694.0, 4063.0, 2322.0, 7326.0, 13527.0, 29059.0, 9011.0, 4719.0, 5421.0, 82277.0, 0.51, 97985.0, 88986.0, 78098.0, 10888.0, 1096.0, 213.0, 134.0, 2629.0, 867.0, 4060.0,416, 17, 378, 12, 0, 1724, 375, 2477, 26, 18, 103, 557
Arkansas, 2019, North Little Rock city, 65899.0, 1259.18, 52.34, 55.49, 3.15, 31787.0, 34112.0, 32455.0, 27574.0, 132.0, 893.0, 0.0, 2500.0, 2345.0, 27903.0, 14720.0, 10090.0, 4630.0, 871.0, 3759.0, 13183.0, 5988.0, 7195.0, 12963.0, 7407.0, 2817.0, 1522.0, 584.0, 509.0, 124.0, 0.0, 44059.0, 4596.0, 13233.0, 13600.0, 8762.0, 2777.0, 748.0, 343.0, 50258.0, 32003.0, 662.0, 31341.0, 30215.0, 1126.0, 18255.0, 31341.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 61024.0, 0.48, null, null, null, null, null, null, null, null, null, null,416, 17, 378, 12, 0, 1724, 375, 2477, 26, 18, 103, 557
Arkansas, 2019, Rogers city, 68674.0, 1799.9, 38.15, 38.32, 0.16, 32429.0, 36245.0, 60808.0, 1020.0, 610.0, 1668.0, 1894.0, 1279.0, 1395.0, 24297.0, 16517.0, 12564.0, 3953.0, 912.0, 3041.0, 7780.0, 3284.0, 4496.0, 9876.0, 4050.0, 2822.0, 1169.0, 837.0, 431.0, 391.0, 176.0, 43049.0, 6386.0, 13157.0, 8828.0, 10022.0, 3744.0, 673.0, 239.0, 51986.0, 36057.0, 0.0, 36057.0, 35303.0, 754.0, 15929.0, 36057.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 96744.0, 0.49, null, null, null, null, null, null, null, null, null, null,223, 6, 166, 1, 0, 1702, 103, 1971, 88, 70, 21, 333
Arkansas, 2019, Springdale city, 80454.0, 1719.43, 46.79, 47.29, 0.5, 40354.0, 40100.0, 54969.0, 2731.0, 0.0, 1365.0, 6285.0, 13264.0, 1840.0, 26443.0, 19475.0, 12974.0, 6501.0, 1414.0, 5087.0, 6968.0, 4135.0, 2833.0, 12823.0, 3580.0, 2483.0, 2442.0, 1831.0, 830.0, 1377.0, 280.0, 47353.0, 13730.0, 12183.0, 13073.0, 6049.0, 1349.0, 667.0, 302.0, 58603.0, 40141.0, 0.0, 40141.0, 36759.0, 3382.0, 18462.0, 40141.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 68220.0, 0.46, null, null, null, null, null, null, null, null, null, null,256, 6, 240, 2, 0, 1956, 254, 2450, 77, 54, 24, 359
California, 2019, Alameda city, 77630.0, 7434.18, 10.44, 23.1, 12.66, 39256.0, 38374.0, 34922.0, 6467.0, 418.0, 25234.0, 96.0, 4025.0, 6468.0, 30788.0, 18158.0, 13929.0, 4229.0, 723.0, 3506.0, 12630.0, 6048.0, 6582.0, 16521.0, 6903.0, 5437.0, 1711.0, 1744.0, 616.0, 61.0, 49.0, 56365.0, 4997.0, 7109.0, 12030.0, 19910.0, 7795.0, 3140.0, 1384.0, 63509.0, 42823.0, 650.0, 42173.0, 40937.0, 1236.0, 20686.0, 42173.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 143587.0, 0.46, 40595.0, 24610.0, 22061.0, 2549.0, 10187.0, 344.0, 1056.0, 1218.0, 583.0, 2597.0,61, 29, 218, 0, 0, 1958, 403, 2579, 7, 0, 94, 162
California, 2019, Alhambra city, 83732.0, 10972.6, 7.63, 7.63, 0.0, 41709.0, 42023.0, 17800.0, 2361.0, 540.0, 45339.0, 0.0, 14799.0, 2893.0, 28777.0, 19551.0, 13647.0, 5904.0, 1678.0, 4226.0, 9226.0, 4853.0, 4373.0, 15947.0, 3809.0, 4593.0, 3473.0, 2305.0, 1382.0, 343.0, 42.0, 62028.0, 10187.0, 14697.0, 13545.0, 14668.0, 5895.0, 1997.0, 1039.0, 70780.0, 46434.0, 48.0, 46386.0, 44496.0, 1890.0, 24346.0, 46386.0, 44496.0, 168.0, 1660.0, 4087.0, 1317.0, 4580.0, 3361.0, 1054.0, 3193.0, 4611.0, 10590.0, 5218.0, 2089.0, 2568.0, 100279.0, 0.45, null, null, null, null, null, null, null, null, null, null,59, 8, 259, 2, 0, 1303, 187, 1749, 11, 0, 89, 161
California, 2019, Anaheim city, 350351.0, 6962.38, 50.32, 50.93, 0.61, 173279.0, 177072.0, 228882.0, 12032.0, 2545.0, 63812.0, 2336.0, 29529.0, 11215.0, 105301.0, 76941.0, 52754.0, 24187.0, 7602.0, 16585.0, 28360.0, 14812.0, 13548.0, 56731.0, 11986.0, 14814.0, 9437.0, 8672.0, 6741.0, 2440.0, 2641.0, 236324.0, 52532.0, 56179.0, 66420.0, 39645.0, 15071.0, 4589.0, 1888.0, 281221.0, 194139.0, 575.0, 193564.0, 186332.0, 7232.0, 87082.0, 193564.0, 186332.0, 918.0, 15793.0, 22536.0, 5531.0, 17485.0, 8204.0, 3620.0, 12864.0, 23471.0, 37525.0, 25724.0, 6683.0, 5978.0, 98838.0, 0.42, 183442.0, 163126.0, 144016.0, 19110.0, 5854.0, 666.0, 1059.0, 2621.0, 2771.0, 7345.0,575, 44, 1123, 8, 0, 5904, 1231, 8258, 141, 0, 396, 1120
California, 2019, Antioch city, 111506.0, 3799.66, 29.35, 30.12, 0.78, 50673.0, 60833.0, 40859.0, 23551.0, 563.0, 18317.0, 762.0, 19182.0, 8272.0, 36138.0, 24819.0, 16566.0, 8253.0, 1712.0, 6541.0, 11319.0, 6173.0, 5146.0, 13221.0, 4447.0, 2358.0, 2286.0, 1689.0, 894.0, 1057.0, 490.0, 77737.0, 11318.0, 22135.0, 28402.0, 10053.0, 5143.0, 256.0, 430.0, 90801.0, 57492.0, 0.0, 57492.0, 52096.0, 5396.0, 33309.0, 57492.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 96416.0, 0.45, 51280.0, 42650.0, 33602.0, 9048.0, 4197.0, 0.0, 179.0, 602.0, 397.0, 3255.0,343, 59, 511, 12, 0, 2078, 610, 3199, 55, 0, 238, 648
California, 2019, Bakersfield city, 384159.0, 2565.7, 149.73, 151.2, 1.47, 192743.0, 191416.0, 259241.0, 26672.0, 4369.0, 29637.0, 844.0, 46814.0, 16582.0, 116558.0, 87269.0, 60745.0, 26524.0, 7506.0, 19018.0, 29289.0, 14770.0, 14519.0, 47302.0, 13389.0, 11663.0, 7722.0, 6459.0, 4123.0, 1890.0, 2056.0, 232621.0, 44138.0, 58738.0, 77681.0, 34067.0, 13219.0, 3639.0, 1139.0, 280234.0, 174022.0, 580.0, 173442.0, 163320.0, 10122.0, 106212.0, 173442.0, 163320.0, 14662.0, 13276.0, 10419.0, 3607.0, 16348.0, 12837.0, 2764.0, 6770.0, 16545.0, 37936.0, 12093.0, 6984.0, 9079.0, 87611.0, 0.46, 158797.0, 148016.0, 133374.0, 14642.0, 1981.0, 280.0, 253.0, 655.0, 1527.0, 6085.0,915, 470, 3888, 34, 0, 9277, 2909, 16074, 116, 0, 701, 1766
California, 2019, Baldwin Park city, 75240.0, 11346.28, 6.63, 6.79, 0.15, 36440.0, 38800.0, 41140.0, 497.0, 933.0, 15749.0, 0.0, 11439.0, 5482.0, 19350.0, 15781.0, 11094.0, 4687.0, 1780.0, 2907.0, 3569.0, 1918.0, 1651.0, 8278.0, 1505.0, 2214.0, 845.0, 933.0, 1375.0, 830.0, 576.0, 50227.0, 16076.0, 15994.0, 11440.0, 5327.0, 1187.0, 117.0, 86.0, 59505.0, 38595.0, 0.0, 38595.0, 36152.0, 2443.0, 20910.0, 38595.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 78535.0, 0.41, null, null, null, null, null, null, null, null, null, null,113, 5, 196, 1, 0, 606, 308, 1110, 24, 0, 50, 188
California, 2019, Bellflower city, 76445.0, 12492.84, 6.12, 6.17, 0.05, 37095.0, 39350.0, 23738.0, 13179.0, 62.0, 6561.0, 248.0, 29889.0, 2768.0, 23369.0, 17037.0, 9952.0, 7085.0, 2009.0, 5076.0, 6332.0, 2828.0, 3504.0, 14672.0, 4212.0, 3300.0, 2661.0, 2082.0, 1251.0, 719.0, 447.0, 52548.0, 13391.0, 11557.0, 18683.0, 6205.0, 2411.0, 224.0, 77.0, 62430.0, 41243.0, 0.0, 41243.0, 39447.0, 1796.0, 21187.0, 41243.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 76035.0, 0.39, null, null, null, null, null, null, null, null, null, null,190, 7, 326, 1, 0, 860, 320, 1506, 29, 0, 107, 327
California, 2019, Buena Park city, 81783.0, 7774.87, 10.52, 10.54, 0.03, 39532.0, 42251.0, 44145.0, 865.0, 48.0, 27646.0, 65.0, 6614.0, 2400.0, 25362.0, 21381.0, 17307.0, 4074.0, 1259.0, 2815.0, 3981.0, 2092.0, 1889.0, 9748.0, 1436.0, 3564.0, 1959.0, 1203.0, 1125.0, 45.0, 416.0, 60671.0, 8900.0, 12811.0, 19234.0, 14385.0, 3979.0, 968.0, 394.0, 68593.0, 46255.0, 68.0, 46187.0, 43755.0, 2432.0, 22338.0, 46187.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 103385.0, 0.38, null, null, null, null, null, null, null, null, null, null,139, 1, 230, 1, 0, 1567, 264, 2061, 15, 0, 91, 246
California, 2019, Burbank city, 102508.0, 5920.16, 17.32, 17.35, 0.04, 47681.0, 54827.0, 73104.0, 2998.0, 747.0, 14081.0, 0.0, 4702.0, 6876.0, 43167.0, 23467.0, 17752.0, 5715.0, 1558.0, 4157.0, 19700.0, 8095.0, 11605.0, 25638.0, 11729.0, 7982.0, 3223.0, 1937.0, 601.0, 166.0, 0.0, 78172.0, 5327.0, 10915.0, 26411.0, 24957.0, 7951.0, 1766.0, 845.0, 86657.0, 57331.0, 49.0, 57282.0, 53658.0, 3624.0, 29326.0, 57282.0, 53658.0, 49.0, 1261.0, 3020.0, 1426.0, 5264.0, 2286.0, 11881.0, 3265.0, 7520.0, 7262.0, 5998.0, 3347.0, 1079.0, 104913.0, 0.5, 53131.0, 42740.0, 39315.0, 3425.0, 2320.0, 207.0, 213.0, 1882.0, 487.0, 5282.0,123, 4, 299, 1, 0, 2107, 211, 2617, 11, 0, 54, 189
California, 2019, Camarillo city, 69887.0, 3551.23, 19.68, 19.7, 0.02, 33056.0, 36831.0, 54288.0, 1397.0, 558.0, 7434.0, 90.0, 2491.0, 3629.0, 27274.0, 17065.0, 13814.0, 3251.0, 969.0, 2282.0, 10209.0, 4859.0, 5350.0, 9907.0, 3326.0, 3004.0, 1640.0, 1262.0, 439.0, 158.0, 78.0, 50531.0, 2853.0, 7143.0, 17314.0, 14384.0, 5677.0, 1746.0, 1414.0, 58152.0, 35512.0, 463.0, 35049.0, 34221.0, 828.0, 22640.0, 35049.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 111161.0, 0.41, null, null, null, null, null, null, null, null, null, null,20, 2, 100, 0, 0, 676, 41, 817, 22, 0, 16, 58
California, 2019, Carlsbad city, 115386.0, 3056.56, 37.75, 39.05, 1.3, 56400.0, 58986.0, 96652.0, 441.0, 50.0, 12311.0, 0.0, 471.0, 5461.0, 44966.0, 31139.0, 25622.0, 5517.0, 910.0, 4607.0, 13827.0, 5277.0, 8550.0, 15779.0, 5588.0, 4634.0, 2906.0, 1744.0, 821.0, 86.0, 0.0, 84026.0, 2801.0, 6911.0, 23003.0, 30192.0, 14371.0, 4361.0, 2387.0, 94786.0, 61337.0, 55.0, 61282.0, 56797.0, 4485.0, 33449.0, 61282.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 158306.0, 0.45, null, null, null, null, null, null, null, null, null, null,158, 11, 297, 3, 0, 1671, 167, 2135, 40, 0, 39, 240
California, 2019, Carson city, 91407.0, 4881.74, 18.72, 18.97, 0.24, 46301.0, 45106.0, 20981.0, 25604.0, 184.0, 25774.0, 1258.0, 12764.0, 4842.0, 25573.0, 20611.0, 14823.0, 5788.0, 2478.0, 3310.0, 4962.0, 1762.0, 3200.0, 7588.0, 1574.0, 1844.0, 1250.0, 774.0, 1211.0, 831.0, 104.0, 66788.0, 11819.0, 13006.0, 22041.0, 15429.0, 3751.0, 320.0, 422.0, 78969.0, 49432.0, 0.0, 49432.0, 47509.0, 1923.0, 29537.0, 49432.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 105429.0, 0.4, null, null, null, null, null, null, null, null, null, null,286, 14, 328, 5, 0, 1277, 399, 2004, 31, 0, 122, 444
California, 2019, Chico city, 103315.0, 3087.64, 33.46, 33.63, 0.17, 48967.0, 54348.0, 84193.0, 2672.0, 479.0, 4133.0, 359.0, 6821.0, 4658.0, 37040.0, 20169.0, 14097.0, 6072.0, 1751.0, 4321.0, 16871.0, 6808.0, 10063.0, 20141.0, 6656.0, 6830.0, 4002.0, 1812.0, 335.0, 467.0, 39.0, 60740.0, 5263.0, 10041.0, 20650.0, 15861.0, 4874.0, 2012.0, 2039.0, 85279.0, 55395.0, 141.0, 55254.0, 51807.0, 3447.0, 29884.0, 55254.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 86875.0, 0.51, null, null, null, null, null, null, null, null, null, null,353, 48, 272, 0, 0, 1753, 381, 2406, 100, 0, 104, 557
California, 2019, Chino city, 94352.0, 3183.08, 29.64, 29.74, 0.1, 49347.0, 45005.0, 63597.0, 3722.0, 289.0, 14109.0, 1088.0, 7439.0, 4108.0, 26079.0, 21322.0, 15940.0, 5382.0, 1652.0, 3730.0, 4757.0, 2354.0, 2403.0, 9644.0, 1963.0, 2433.0, 1976.0, 1831.0, 958.0, 396.0, 87.0, 69001.0, 12461.0, 15394.0, 22433.0, 13463.0, 4417.0, 652.0, 181.0, 79558.0, 46950.0, 0.0, 46950.0, 46111.0, 839.0, 32608.0, 46950.0, 46111.0, 548.0, 2351.0, 4700.0, 2173.0, 3423.0, 4451.0, 897.0, 3570.0, 4990.0, 8716.0, 5346.0, 1835.0, 3111.0, 96907.0, 0.35, 45471.0, 42585.0, 38465.0, 4120.0, 938.0, 33.0, 52.0, 92.0, 388.0, 1383.0,195, 5, 376, 3, 0, 1649, 199, 2224, 35, 0, 96, 329
California, 2019, Chula Vista city, 274485.0, 5530.36, 49.63, 52.1, 2.46, 136522.0, 137963.0, 172080.0, 14063.0, 858.0, 49733.0, 1191.0, 22798.0, 13762.0, 82916.0, 65426.0, 45352.0, 20074.0, 5524.0, 14550.0, 17490.0, 9520.0, 7970.0, 33190.0, 7520.0, 8655.0, 6035.0, 5836.0, 3799.0, 874.0, 471.0, 183522.0, 30784.0, 37664.0, 61551.0, 38169.0, 12570.0, 2034.0, 750.0, 217132.0, 146652.0, 5565.0, 141087.0, 126447.0, 14640.0, 70480.0, 141087.0, 126447.0, 61.0, 7918.0, 12064.0, 3096.0, 15386.0, 7937.0, 2142.0, 7674.0, 14529.0, 27036.0, 11341.0, 5994.0, 11269.0, 104098.0, 0.41, 129593.0, 115840.0, 103958.0, 11882.0, 4237.0, 265.0, 151.0, 1014.0, 927.0, 7159.0,575, 36, 486, 3, 0, 2503, 827, 3816, 61, 0, 265, 904
California, 2019, Citrus Heights city, 87792.0, 6170.02, 14.23, 14.23, 0.0, 41699.0, 46093.0, 72188.0, 2965.0, 1559.0, 2958.0, 0.0, 2805.0, 5317.0, 36460.0, 21158.0, 13662.0, 7496.0, 1966.0, 5530.0, 15302.0, 5887.0, 9415.0, 14575.0, 6095.0, 4816.0, 1906.0, 816.0, 600.0, 285.0, 57.0, 65085.0, 5267.0, 16946.0, 31238.0, 7945.0, 2518.0, 573.0, 598.0, 73750.0, 48058.0, 143.0, 47915.0, 43740.0, 4175.0, 25692.0, 47915.0, 43740.0, 448.0, 4473.0, 1935.0, 1882.0, 6687.0, 2079.0, 564.0, 3496.0, 4269.0, 8754.0, 4854.0, 1619.0, 2680.0, 76121.0, 0.41, null, null, null, null, null, null, null, null, null, null,190, 7, 372, 1, 0, 1607, 269, 2248, 46, 0, 76, 313
California, 2019, Clovis city, 114582.0, 4655.8, 24.61, 24.73, 0.12, 57478.0, 57104.0, 80183.0, 3456.0, 1986.0, 11643.0, 842.0, 9531.0, 6941.0, 39269.0, 29129.0, 20722.0, 8407.0, 2461.0, 5946.0, 10140.0, 3831.0, 6309.0, 12121.0, 3615.0, 2834.0, 2058.0, 2165.0, 1005.0, 341.0, 103.0, 73577.0, 4954.0, 12527.0, 30045.0, 16465.0, 6032.0, 2501.0, 1053.0, 83255.0, 55248.0, 68.0, 55180.0, 52196.0, 2984.0, 28007.0, 55180.0, 52196.0, 332.0, 2381.0, 2241.0, 1044.0, 5598.0, 3876.0, 968.0, 3028.0, 6023.0, 16150.0, 3926.0, 2278.0, 4351.0, 108238.0, 0.42, null, null, null, null, null, null, null, null, null, null,157, 6, 307, 0, 0, 1810, 159, 2276, 54, 0, 32, 243
California, 2019, Compton city, 95601.0, 9532.95, 10.03, 10.12, 0.09, 47428.0, 48173.0, 32503.0, 21659.0, 233.0, 376.0, 452.0, 38307.0, 2071.0, 21757.0, 19183.0, 10528.0, 8655.0, 3005.0, 5650.0, 2574.0, 1013.0, 1561.0, 8171.0, 1088.0, 1315.0, 864.0, 1821.0, 1453.0, 1097.0, 533.0, 60107.0, 24887.0, 16904.0, 13224.0, 3456.0, 1010.0, 370.0, 256.0, 72207.0, 46507.0, 170.0, 46337.0, 42623.0, 3714.0, 25700.0, 46337.0, 42623.0, 74.0, 2912.0, 6657.0, 1932.0, 4347.0, 6288.0, 691.0, 911.0, 4472.0, 7612.0, 2793.0, 2343.0, 1591.0, 73043.0, 0.38, null, null, null, null, null, null, null, null, null, null,619, 44, 334, 18, 0, 1285, 727, 2346, 40, 0, 427, 1104
California, 2019, Concord city, 129320.0, 4232.25, 30.56, 30.56, 0.0, 64810.0, 64510.0, 77326.0, 5281.0, 934.0, 17729.0, 104.0, 17979.0, 9967.0, 45071.0, 31101.0, 24774.0, 6327.0, 1783.0, 4544.0, 13970.0, 6341.0, 7629.0, 18791.0, 5517.0, 3587.0, 3953.0, 3686.0, 1280.0, 512.0, 256.0, 90544.0, 9843.0, 16882.0, 30405.0, 21906.0, 7089.0, 2607.0, 1812.0, 105758.0, 72201.0, 0.0, 72201.0, 69461.0, 2740.0, 33557.0, 72201.0, 69461.0, 165.0, 4328.0, 3540.0, 1014.0, 8147.0, 3851.0, 1371.0, 7123.0, 11189.0, 14924.0, 7041.0, 3985.0, 2783.0, 118641.0, 0.41, 66936.0, 53085.0, 46902.0, 6183.0, 8023.0, 247.0, 578.0, 581.0, 352.0, 4070.0,238, 23, 434, 2, 0, 3512, 614, 4560, 67, 0, 234, 541
California, 2019, Corona city, 169854.0, 4307.88, 39.43, 39.45, 0.02, 84651.0, 85203.0, 91545.0, 8802.0, 1014.0, 22101.0, 290.0, 38837.0, 7265.0, 47793.0, 39913.0, 29225.0, 10688.0, 3503.0, 7185.0, 7880.0, 3909.0, 3971.0, 18453.0, 3232.0, 4630.0, 3894.0, 3394.0, 2617.0, 518.0, 168.0, 112966.0, 14603.0, 29364.0, 37561.0, 20303.0, 8239.0, 1173.0, 1723.0, 132113.0, 88202.0, 392.0, 87810.0, 83998.0, 3812.0, 43911.0, 87810.0, 83998.0, 156.0, 6109.0, 12055.0, 2232.0, 9270.0, 3618.0, 1456.0, 6048.0, 9555.0, 18240.0, 7315.0, 2660.0, 5284.0, 113985.0, 0.43, null, null, null, null, null, null, null, null, null, null,1, 2, 34, 0, 0, 276, 14, 324, 1, 0, 7, 9
California, 2019, Costa Mesa city, 113011.0, 7154.63, 15.8, 15.8, 0.01, 57483.0, 55528.0, 65384.0, 1003.0, 992.0, 12279.0, 549.0, 27779.0, 5025.0, 38762.0, 22344.0, 16279.0, 6065.0, 1994.0, 4071.0, 16418.0, 8184.0, 8234.0, 23875.0, 6611.0, 6780.0, 4686.0, 2488.0, 1852.0, 815.0, 643.0, 79196.0, 11140.0, 14451.0, 23114.0, 21638.0, 5763.0, 2081.0, 1009.0, 89571.0, 66779.0, 110.0, 66669.0, 63351.0, 3318.0, 22792.0, 66669.0, 63351.0, 183.0, 5016.0, 5748.0, 1853.0, 6897.0, 1843.0, 1258.0, 5673.0, 9950.0, 10881.0, 8355.0, 4963.0, 731.0, 115843.0, 0.42, null, null, null, null, null, null, null, null, null, null,156, 16, 450, 0, 0, 2934, 355, 3739, 52, 0, 104, 312
California, 2019, Daly City city, 106294.0, 13911.26, 7.64, 7.64, 0.0, 51060.0, 55234.0, 24409.0, 2633.0, 832.0, 63816.0, 568.0, 10459.0, 3577.0, 31289.0, 23666.0, 15586.0, 8080.0, 3255.0, 4825.0, 7623.0, 3786.0, 3837.0, 12729.0, 2041.0, 3035.0, 2471.0, 2563.0, 1990.0, 524.0, 105.0, 78656.0, 9455.0, 17866.0, 21950.0, 23885.0, 3996.0, 755.0, 749.0, 91363.0, 63079.0, 0.0, 63079.0, 61135.0, 1944.0, 28284.0, 63079.0, 61135.0, 212.0, 3392.0, 2177.0, 2166.0, 8422.0, 5346.0, 864.0, 4054.0, 6815.0, 15330.0, 7680.0, 2356.0, 2321.0, 127741.0, 0.4, 59808.0, 41712.0, 35455.0, 6257.0, 14979.0, 195.0, 0.0, 882.0, 701.0, 1339.0,97, 12, 170, 0, 0, 1517, 181, 1868, 44, 0, 91, 232
